$MOVEMENTEVALUATION:SIMRUN	TIMEINT	MOVEMENT	MOVEMENT\FROMLINK	MOVEMENT\TOLINK	VEHS(ALL)	VEHS(10)	VEHS(20)	VEHS(30)	VEHS(40)	VEHDELAY(ALL)	VEHDELAY(10)	VEHDELAY(20)	VEHDELAY(30)	VEHDELAY(40)	STOPDELAY(ALL)	STOPDELAY(10)	STOPDELAY(20)	STOPDELAY(30)	STOPDELAY(40)	LOS(ALL)	LOSVAL(ALL)	QLEN	QLENMAX	VEHS(50)	VEHDELAY(50)	STOPDELAY(50)	LOS(50)	LOSVAL(50)
1	7200-10800	50-649@8.2-283: Christies Rd@7.9	649	283	127	110	1	15	1	1.07	1.00	2.56	1.51	0.56	0.04	0.05	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	50-651@22.8-215: Caroline Springs Blvd@5.8	651	215	224	206	0	16	2	0.69	0.60		1.64	2.21	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	50-652: Caroline Springs Blvd@21.4-114: Western Hwy@17.3	652	114	77	74	0	3	0	0.93	0.90		1.72		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	50-652: Caroline Springs Blvd@21.4-209: Ballarat Rd  Western Hwy@28.7	652	209	113	108	0	5	0	4.78	4.73		5.80		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	50-652: Caroline Springs Blvd@21.4-283: Christies Rd@7.9	652	283	609	577	0	14	1	1.49	1.43		1.41	0.05	0.01	0.01		0.00	0.00	LOS_A	1	0.00	0.00	17	3.70	0.00	LOS_A	1
1	7200-10800	50			2386	2187	2	151	12	1.15	1.11	1.55	1.54	1.29	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	2.09	0.00	LOS_A	1
1	7200-10800	51-7: Ballarat Rd  Western Hwy@16.6-10: Ballarat Rd  Western Hwy@18.5	7	10	5	5	0	0	0	0.07	0.07				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-7: Ballarat Rd  Western Hwy@16.6-385: Chisholm Dr@11.7	7	385	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	51-7: Ballarat Rd  Western Hwy@16.6-670: Ballarat Rd  Western Hwy@1.4	7	670	4	3	0	1	0	2.21	2.11		2.50		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-7: Ballarat Rd  Western Hwy@16.6-671: Panamax Rd@7.5	7	671	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	51-347: Panamax Rd@4.8-10: Ballarat Rd  Western Hwy@18.5	347	10	91	88	0	3	0	0.37	0.39		0.04		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-347: Panamax Rd@4.8-385: Chisholm Dr@11.7	347	385	6	6	0	0	0	1.20	1.20				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-347: Panamax Rd@4.8-670: Ballarat Rd  Western Hwy@1.4	347	670	71	69	0	2	0	3.13	3.04		6.17		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-360: Ballarat Rd  Western Hwy@55.2-10: Ballarat Rd  Western Hwy@18.5	360	10	673	633	0	39	1	0.22	0.21		0.44	2.60	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-360: Ballarat Rd  Western Hwy@55.2-385: Chisholm Dr@11.7	360	385	9	9	0	0	0	1.56	1.56				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-360: Ballarat Rd  Western Hwy@55.2-671: Panamax Rd@7.5	360	671	54	47	0	6	1	2.06	1.95		2.60	4.08	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-673: Chisholm Dr@12.9-10: Ballarat Rd  Western Hwy@18.5	673	10	34	34	0	0	0	0.33	0.33				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-673: Chisholm Dr@12.9-670: Ballarat Rd  Western Hwy@1.4	673	670	27	27	0	0	0	1.73	1.73				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-673: Chisholm Dr@12.9-671: Panamax Rd@7.5	673	671	23	22	0	1	0	8.32	8.38		7.17		0.19	0.20		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-885: Ballarat Rd  Western Hwy@6.9-10: Ballarat Rd  Western Hwy@18.5	885	10	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	51-885: Ballarat Rd  Western Hwy@6.9-385: Chisholm Dr@11.7	885	385	2	2	0	0	0	3.20	3.20				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-885: Ballarat Rd  Western Hwy@6.9-670: Ballarat Rd  Western Hwy@1.4	885	670	357	312	2	39	4	0.78	0.79	1.05	0.72	0.41	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51-885: Ballarat Rd  Western Hwy@6.9-671: Panamax Rd@7.5	885	671	82	81	0	1	0	1.92	1.88		5.75		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	51			1438	1338	2	92	6	0.86	0.85	1.05	0.96	1.38	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	52-928: Melton Hwy@4.6-182@17.4	928	182	268	236	0	27	3	0.31	0.30		0.35	0.43	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	2	0.34	0.00	LOS_A	1
1	7200-10800	52-928: Melton Hwy@4.6-308: Ferris Rd  Melton Hwy@32.7	928	308	288	264	0	19	3	0.20	0.20		0.28	0.05	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	2	0.04	0.00	LOS_A	1
1	7200-10800	52-2259: Ferris Rd  Melton Hwy@16.4-182@17.4	2259	182	288	259	0	21	8	3.31	3.23		3.78	4.50	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	52-2259: Ferris Rd  Melton Hwy@16.4-200: Melton Hwy@86.6	2259	200	500	469	1	20	6	0.40	0.40	0.00	0.30	0.55	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	4	0.06	0.00	LOS_A	1
1	7200-10800	52-2260@39.2-200: Melton Hwy@86.6	2260	200	151	146	0	5	0	9.88	9.83		11.36		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	52-2260@39.2-308: Ferris Rd  Melton Hwy@32.7	2260	308	59	57	0	2	0	0.24	0.24		0.26		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	52			1554	1431	1	94	20	1.80	1.81	0.00	1.67	2.04	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	8	0.12	0.00	LOS_A	1
1	7200-10800	53-899: Melton Hwy@13.5-199: Melton Hwy@15.4	899	199	0	0	0	0	0											LOS_A		0.01	23.38	0			LOS_A	
1	7200-10800	53-899: Melton Hwy@13.5-301: High St@21.5	899	301	9	8	0	0	1	0.59	0.61			0.42	0.00	0.00			0.00	LOS_A	1	0.01	23.38	0			LOS_A	
1	7200-10800	53-899: Melton Hwy@13.5-376: High St@3.8	899	376	228	218	1	4	1	0.16	0.16	0.00	0.07	0.50	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.01	23.38	4	0.03	0.00	LOS_A	1
1	7200-10800	53-899: Melton Hwy@13.5-271619: Melton Hwy@15.3	899	271619	414	389	0	21	4	0.32	0.32		0.46	0.29	0.00	0.00		0.00	0.00	LOS_A	1	0.01	23.38	0			LOS_A	
1	7200-10800	53-900: High St@7.7-199: Melton Hwy@15.4	900	199	173	153	0	15	1	1.55	1.44		2.10	1.20	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	4	3.94	0.00	LOS_A	1
1	7200-10800	53-900: High St@7.7-301: High St@21.5	900	301	8	8	0	0	0	0.21	0.21				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	53-900: High St@7.7-376: High St@3.8	900	376	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	53-900: High St@7.7-271619: Melton Hwy@15.3	900	271619	80	80	0	0	0	4.51	4.51				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	53-901: Melton Hwy@54.1-199: Melton Hwy@15.4	901	199	359	323	0	31	5	0.70	0.69		0.79	1.09	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	53-901: Melton Hwy@54.1-301: High St@21.5	901	301	6	6	0	0	0	2.28	2.28				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	53-901: Melton Hwy@54.1-376: High St@3.8	901	376	21	21	0	0	0	0.48	0.48				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	53-901: Melton Hwy@54.1-271619: Melton Hwy@15.3	901	271619	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	53-1241: High St@3.1-199: Melton Hwy@15.4	1241	199	24	24	0	0	0	1.67	1.67				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	53-1241: High St@3.1-301: High St@21.5	1241	301	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	53-1241: High St@3.1-376: High St@3.8	1241	376	3	3	0	0	0	0.10	0.10				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	53-1241: High St@3.1-271619: Melton Hwy@15.3	1241	271619	2	2	0	0	0	1.37	1.37				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	53			1327	1235	1	71	12	0.85	0.84	0.00	0.93	0.73	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	23.38	8	1.99	0.00	LOS_A	1
1	7200-10800	54-526: Ferris Rd@22.5-310@35.3	526	310	20	14	0	6	0	2.94	2.50		3.95		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	54-526: Ferris Rd@22.5-421: Ferris Rd@15.4	526	421	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	54-526: Ferris Rd@22.5-525: Ferris Rd@18.9	526	525	518	473	1	35	7	0.22	0.20	0.17	0.38	0.18	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.13	0.00	LOS_A	1
1	7200-10800	54-527: Zone connector@58.2-310@35.3	527	310	3	3	0	0	0	2.78	2.78				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	54-527: Zone connector@58.2-421: Ferris Rd@15.4	527	421	719	663	0	40	14	0.56	0.56		0.52	0.61	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	2	0.27	0.00	LOS_A	1
1	7200-10800	54-528@5.7-421: Ferris Rd@15.4	528	421	18	18	0	0	0	1.80	1.80				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	54-528@5.7-525: Ferris Rd@18.9	528	525	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	54			1278	1171	1	81	21	0.48	0.47	0.17	0.71	0.46	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	4	0.20	0.00	LOS_A	1
1	7200-10800	58-600: Leakes Rd@50.8-273@50.4	600	273	238	232	0	4	2	0.75	0.73		1.34	2.07	0.08	0.08		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	58-600: Leakes Rd@50.8-437: Leakes Rd@57.3	600	437	548	508	0	22	1	0.85	0.22		0.35	0.04	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	20.26	0.00	LOS_C	3
1	7200-10800	58-1263: Leakes Rd@67.9-271: Leakes Rd@3.2	1263	271	408	364	0	24	3	1.16	0.14		0.20	0.20	0.03	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	24.59	0.76	LOS_C	3
1	7200-10800	58-1263: Leakes Rd@67.9-273@50.4	1263	273	354	345	0	8	1	0.51	0.51		0.60	0.54	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	58-2374@24.3-271: Leakes Rd@3.2	2374	271	126	116	1	9	0	3.42	3.14	7.75	6.45		0.00	0.00	0.00	0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	58-2374@24.3-437: Leakes Rd@57.3	2374	437	121	112	0	8	1	0.44	0.38		1.15	1.25	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	58			1795	1677	1	75	8	0.99	0.54	7.75	1.20	0.82	0.02	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	22.42	0.38	LOS_C	3
1	7200-10800	59-271: Leakes Rd@241.4-401: Leakes Rd@29.1	271	401	534	480	1	33	3	0.20	0.11	0.00	0.27	0.37	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	2.66	0.00	LOS_A	1
1	7200-10800	59-443@92.7-270: Leakes Rd@23.7	443	270	104	104	0	0	0	0.18	0.18				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	59-443@92.7-442@13.5	443	442	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	59-605: Leakes Rd@51.1-270: Leakes Rd@23.7	605	270	682	636	0	26	3	0.32	0.33		0.18	0.58	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	0.06	0.00	LOS_A	1
1	7200-10800	59-605: Leakes Rd@51.1-442@13.5	605	442	10	10	0	0	0	0.09	0.09				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	59			1330	1230	1	59	6	0.26	0.23	0.00	0.23	0.47	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	1.36	0.00	LOS_A	1
1	7200-10800	60-604: Leakes Rd@15.0-398: Taylors Rd@53.4	604	398	36	36	0	0	0	0.37	0.37				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	60-604: Leakes Rd@15.0-402: Leakes Rd@43.0	604	402	498	473	0	22	3	0.06	0.06		0.05	0.01	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	60-604: Leakes Rd@15.0-2146@76.1	604	2146	19	19	0	0	0	0.39	0.39				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	60-938: Leakes Rd@26.5-398: Taylors Rd@53.4	938	398	271	237	0	17	0	0.65	0.62		0.77		0.00	0.00		0.00		LOS_A	1	0.00	0.00	17	0.90	0.00	LOS_A	1
1	7200-10800	60-938: Leakes Rd@26.5-402: Leakes Rd@43.0	938	402	7	7	0	0	0	5.05	5.05				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	60-938: Leakes Rd@26.5-2146@76.1	938	2146	49	44	0	3	2	0.34	0.27		0.83	1.25	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	60-938: Leakes Rd@26.5-27139: Leakes Rd@68.2	938	27139	207	192	1	13	1	0.05	0.05	0.00	0.07	1.33	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	60-2149@32.7-398: Taylors Rd@53.4	2149	398	29	29	0	0	0	0.02	0.02				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	60-2149@32.7-402: Leakes Rd@43.0	2149	402	91	90	0	1	0	2.41	2.41		2.43		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	60-2149@32.7-27139: Leakes Rd@68.2	2149	27139	26	26	0	0	0	1.91	1.91				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	60-271394: Taylors Rd@21.3-402: Leakes Rd@43.0	271394	402	96	76	0	3	0	2.14	1.44		2.68		0.00	0.00		0.00		LOS_A	1	0.00	0.00	17	5.18	0.00	LOS_A	1
1	7200-10800	60-271394: Taylors Rd@21.3-2146@76.1	271394	2146	16	16	0	0	0	0.02	0.02				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	60-271394: Taylors Rd@21.3-27139: Leakes Rd@68.2	271394	27139	16	16	0	0	0	0.25	0.25				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	60			1361	1261	1	59	6	0.56	0.50	0.00	0.48	0.64	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	3.04	0.00	LOS_A	1
1	7200-10800	61-539: Leakes Rd@105.5-438: Leakes Rd@41.9	539	438	107	90	0	14	3	0.24	0.20		0.50	0.15	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	61-863: Leakes Rd@80.4-265@25.1	863	265	180	180	0	0	0	3.02	3.02				0.01	0.01				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	61-863: Leakes Rd@80.4-435: Leakes Rd@21.2	863	435	489	440	0	30	2	1.40	1.21		0.48	2.81	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	7.83	0.00	LOS_A	1
1	7200-10800	61-2344: Leakes Rd@40.2-265@25.1	2344	265	186	172	1	9	4	0.17	0.16	0.85	0.13	0.24	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	61-2344: Leakes Rd@40.2-438: Leakes Rd@41.9	2344	438	655	619	0	18	1	0.30	0.28		0.33	0.07	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	0.83	0.00	LOS_A	1
1	7200-10800	61-2345@108.7-435: Leakes Rd@21.2	2345	435	193	182	2	8	1	0.28	0.28	0.27	0.24	0.23	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	61			1810	1683	3	79	11	0.85	0.80	0.47	0.39	0.66	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	4.33	0.00	LOS_A	1
1	7200-10800	62-267: Ian Cowie Way@65.6-264: Leakes Rd@17.3	267	264	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	62-267: Ian Cowie Way@65.6-434: Leakes Rd@22.8	267	434	7	7	0	0	0	0.08	0.08				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	62-538: Leakes Rd@89.6-264: Leakes Rd@17.3	538	264	117	84	0	1	0	0.13	0.16		0.00		0.00	0.00		0.00		LOS_A	1	0.00	0.00	32	0.05	0.00	LOS_A	1
1	7200-10800	62-538: Leakes Rd@89.6-268: Ian Cowie Way@17.3	538	268	7	7	0	0	0	0.08	0.08				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	62-864: Leakes Rd@39.3-268: Ian Cowie Way@17.3	864	268	5	5	0	0	0	2.34	2.34				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	62-864: Leakes Rd@39.3-434: Leakes Rd@22.8	864	434	170	133	1	2	2	0.65	0.74	0.17	0.72	0.00	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	32	0.33	0.00	LOS_A	1
1	7200-10800	62			306	236	1	3	2	0.46	0.53	0.17	0.48	0.00	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	64	0.19	0.00	LOS_A	1
1	7200-10800	63-374: Westcott Pde@100.7-263: Leakes Rd@9.1	374	263	65	64	1	0	0	0.07	0.07	0.14			0.00	0.00	0.00			LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	63-374: Westcott Pde@100.7-372: Leakes Rd@14.9	374	372	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	63-542: Leakes Rd@34.5-372: Leakes Rd@14.9	542	372	92	59	0	1	0	0.05	0.07		0.00		0.00	0.00		0.00		LOS_A	1	0.00	0.00	32	0.02	0.00	LOS_A	1
1	7200-10800	63-542: Leakes Rd@34.5-375: Westcott Pde@26.6	542	375	25	25	0	0	0	0.08	0.08				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	63-543: Leakes Rd@6.7-263: Leakes Rd@9.1	543	263	110	74	0	2	2	0.18	0.20		0.25	0.00	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	32	0.15	0.00	LOS_A	1
1	7200-10800	63-543: Leakes Rd@6.7-375: Westcott Pde@26.6	543	375	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	63			292	222	1	3	2	0.11	0.12	0.14	0.16	0.00	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	64	0.08	0.00	LOS_A	1
1	7200-10800	66-622: Neales Rd W@46.2-34: Neales Rd W@22.7	622	34	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	66-622: Neales Rd W@46.2-232: Hopkins Rd@9.0	622	232	146	142	0	2	0	0.52	0.48		1.92		0.00	0.00		0.00		LOS_A	1	0.00	0.00	2	2.11	0.00	LOS_A	1
1	7200-10800	66-622: Neales Rd W@46.2-910: Melton Hwy@30.7	622	910	2	2	0	0	0	0.24	0.24				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66-897: Hopkins Rd@13.5-35: Neales Rd W@48.6	897	35	101	88	0	11	0	1.20	0.99		2.40		0.00	0.00		0.00		LOS_A	1	0.00	0.00	2	3.84	0.00	LOS_A	1
1	7200-10800	66-897: Hopkins Rd@13.5-910: Melton Hwy@30.7	897	910	230	184	0	29	4	1.08	0.13		0.16	0.00	0.01	0.00		0.00	0.00	LOS_A	1	0.00	0.00	13	16.90	0.19	LOS_C	3
1	7200-10800	66-908: Melton Hwy@56.5-34: Neales Rd W@22.7	908	34	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	66-908: Melton Hwy@56.5-35: Neales Rd W@48.6	908	35	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	7200-10800	66-908: Melton Hwy@56.5-232: Hopkins Rd@9.0	908	232	395	362	0	16	4	0.72	0.66		0.32	0.45	0.01	0.01		0.00	0.00	LOS_A	1	0.00	0.00	13	3.18	0.00	LOS_A	1
1	7200-10800	66-2206: Neales Rd W@67.0-35: Neales Rd W@48.6	2206	35	16	16	0	0	0	0.82	0.82				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66-2206: Neales Rd W@67.0-232: Hopkins Rd@9.0	2206	232	113	103	1	6	3	3.55	3.37	6.54	5.08	5.58	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66-2206: Neales Rd W@67.0-910: Melton Hwy@30.7	2206	910	1	1	0	0	0	2.96	2.96				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66-271701@14.9-34: Neales Rd W@22.7	271701	34	89	61	4	21	3	0.99	0.70	2.02	1.57	1.67	0.03	0.04	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	66			1093	959	5	85	14	1.13	0.86	2.92	1.22	1.68	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00	30	9.10	0.08	LOS_A	1
1	7200-10800	67-230: Hopkins Rd@80.5-37@39.6	230	37	256	243	0	7	6	0.78	0.80		0.39	0.41	0.04	0.04		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	67-230: Hopkins Rd@80.5-426: Hopkins Rd@27.0	230	426	398	364	1	17	1	2.46	1.99	0.17	2.35	0.10	0.08	0.09	0.00	0.00	0.00	LOS_A	1	0.00	0.00	15	14.25	0.00	LOS_B	2
1	7200-10800	67-427: Hopkins Rd@65.2-231: Hopkins Rd@8.0	427	231	342	266	4	54	5	0.36	0.18	0.68	0.96	0.70	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	13	1.21	0.00	LOS_A	1
1	7200-10800	67-946@14.4-231: Hopkins Rd@8.0	946	231	78	67	0	7	2	0.25	0.24		0.26	0.39	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	2	0.27	0.00	LOS_A	1
1	7200-10800	67-946@14.4-426: Hopkins Rd@27.0	946	426	177	162	0	13	2	0.33	0.33		0.35	0.25	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	67			1251	1102	5	98	16	1.10	0.94	0.58	1.03	0.46	0.03	0.04	0.00	0.00	0.00	LOS_A	1	0.00	0.00	30	7.66	0.00	LOS_A	1
1	7200-10800	68-252: Hopkins Rd@35.3-55: Hopkins Rd@43.4	252	55	513	457	1	45	4	0.73	0.73	0.00	0.82	0.02	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	6	0.55	0.00	LOS_A	1
1	7200-10800	68-252: Hopkins Rd@35.3-66: Meskos Rd@23.0	252	66	76	61	0	8	0	4.33	4.10		4.33		0.01	0.01		0.00		LOS_A	1	0.00	0.00	7	6.35	0.00	LOS_A	1
1	7200-10800	68-252: Hopkins Rd@35.3-82: Sheahan Rd@25.9	252	82	51	45	0	6	0	4.08	3.97		4.96		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2153: Sheahan Rd@17.6-12: Hopkins Rd@3.8	2153	12	24	15	0	6	3	5.84	4.72		7.07	8.97	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2153: Sheahan Rd@17.6-55: Hopkins Rd@43.4	2153	55	7	5	0	1	1	2.18	1.60		3.61	3.63	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2153: Sheahan Rd@17.6-66: Meskos Rd@23.0	2153	66	2	1	0	1	0	0.18	0.33		0.04		0.00	0.00		0.00		LOS_A	1	0.04	35.85	0			LOS_A	
1	7200-10800	68-2157: Hopkins Rd@4.7-12: Hopkins Rd@3.8	2157	12	691	623	5	49	8	0.70	0.69	0.40	0.87	0.77	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	6	0.33	0.00	LOS_A	1
1	7200-10800	68-2157: Hopkins Rd@4.7-66: Meskos Rd@23.0	2157	66	27	26	0	1	0	2.60	2.49		5.52		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2157: Hopkins Rd@4.7-82: Sheahan Rd@25.9	2157	82	26	24	0	0	2	4.33	4.23			5.54	0.00	0.00			0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2195: Meskos Rd@18.4-12: Hopkins Rd@3.8	2195	12	43	31	0	5	0	1.49	0.53		3.08		0.00	0.00		0.00		LOS_A	1	0.00	0.00	7	4.63	0.00	LOS_A	1
1	7200-10800	68-2195: Meskos Rd@18.4-55: Hopkins Rd@43.4	2195	55	4	3	0	1	0	2.71	2.01		4.82		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	7200-10800	68-2195: Meskos Rd@18.4-82: Sheahan Rd@25.9	2195	82	1	1	0	0	0	0.01	0.01				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
