$MOVEMENTEVALUATION:SIMRUN	TIMEINT	MOVEMENT	MOVEMENT\FROMLINK	MOVEMENT\TOLINK	VEHS(ALL)	VEHS(10)	VEHS(20)	VEHS(30)	VEHS(40)	VEHDELAY(ALL)	VEHDELAY(10)	VEHDELAY(20)	VEHDELAY(30)	VEHDELAY(40)	STOPDELAY(ALL)	STOPDELAY(10)	STOPDELAY(20)	STOPDELAY(30)	STOPDELAY(40)	LOS(ALL)	LOSVAL(ALL)	QLEN	QLENMAX	VEHS(50)	VEHDELAY(50)	STOPDELAY(50)	LOS(50)	LOSVAL(50)
1	3600-7200	44-15@10.7-243: Ferris Rd  Melton Hwy@24.7	15	243	432	396	2	23	9	0.45	0.37	10.82	1.02	0.43	0.10	0.05	6.52	0.40	0.00	LOS_A	1	0.00	0.00	2	0.57	0.00	LOS_A	1
1	3600-7200	44-421: Ferris Rd@65.5-20@13.7	421	20	187	183	0	1	3	1.54	1.49		3.57	3.97	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	44-421: Ferris Rd@65.5-243: Ferris Rd  Melton Hwy@24.7	421	243	624	565	3	37	17	0.65	0.66	0.23	0.57	0.90	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.54	0.00	LOS_A	1
1	3600-7200	44-682@2.4-420: Ferris Rd@77.1	682	420	299	267	2	24	6	0.25	0.25	0.05	0.26	0.21	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	44-10393@15.0-19@37.7	10393	19	81	77	0	4	0	0.28	0.27		0.50		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	44-10393@15.0-420: Ferris Rd@77.1	10393	420	467	442	3	10	10	0.22	0.22	0.00	0.26	0.25	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.15	0.00	LOS_A	1
1	3600-7200	44			2090	1930	10	99	45	0.52	0.50	2.24	0.59	0.77	0.02	0.01	1.30	0.09	0.00	LOS_A	1	0.00	0.00	6	0.42	0.00	LOS_A	1
1	3600-7200	45-499: Zone connector@162.8-95: Melton Hwy@34.7	499	95	110	110	0	0	0	0.27	0.27				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	45-499: Zone connector@162.8-307: Melton Hwy@21.7	499	307	87	73	0	8	6	0.29	0.28		0.49	0.21	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	45-499: Zone connector@162.8-363: Gateway Dr@34.4	499	363	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	45-677: Melton Hwy@21.1-307: Melton Hwy@21.7	677	307	315	287	0	17	11	0.21	0.22		0.14	0.17	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	45-677: Melton Hwy@21.1-363: Gateway Dr@34.4	677	363	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	45-677: Melton Hwy@21.1-500: Zone connector@16.0	677	500	62	62	0	0	0	4.17	4.17				0.00	0.00				LOS_A	1	0.01	10.92	0			LOS_A	
1	3600-7200	45-680: Melton Hwy@12.0-95: Melton Hwy@34.7	680	95	470	431	2	25	12	0.22	0.22	0.00	0.19	0.23	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	45-680: Melton Hwy@12.0-363: Gateway Dr@34.4	680	363	32	30	0	0	2	3.38	3.19			6.24	0.00	0.00			0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	45-680: Melton Hwy@12.0-500: Zone connector@16.0	680	500	67	62	0	4	1	6.76	6.72		7.15	7.52	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	45-27136: Gateway Dr@1.7-95: Melton Hwy@34.7	27136	95	2	2	0	0	0	0.08	0.08				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	45-27136: Gateway Dr@1.7-307: Melton Hwy@21.7	27136	307	56	54	0	2	0	0.27	0.19		2.26		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	45-27136: Gateway Dr@1.7-500: Zone connector@16.0	27136	500	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	45			1201	1111	2	56	32	0.88	0.89	0.00	0.79	0.81	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	10.92	0			LOS_A	
1	3600-7200	46-12: Hopkins Rd@68.7-44: Hopkins Rd@23.1	12	44	550	467	1	38	31	1.23	1.27	3.08	0.90	1.38	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	8.00	13	0.40	0.00	LOS_A	1
1	3600-7200	46-12: Hopkins Rd@68.7-104@37.0	12	104	141	130	1	6	4	0.63	0.64	1.60	0.18	0.58	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	8.00	0			LOS_A	
1	3600-7200	46-12: Hopkins Rd@68.7-428@34.4	12	428	13	13	0	0	0	1.24	1.24				0.08	0.08				LOS_A	1	0.00	8.00	0			LOS_A	
1	3600-7200	46-12: Hopkins Rd@68.7-1243: Hopkins Rd@4.1	12	1243	0	0	0	0	0											LOS_A		0.00	8.00	0			LOS_A	
1	3600-7200	46-255: Hopkins Rd@16.9-44: Hopkins Rd@23.1	255	44	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	46-255: Hopkins Rd@16.9-104@37.0	255	104	159	150	2	3	2	1.03	1.04	1.27	0.90	0.44	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	1.13	0.00	LOS_A	1
1	3600-7200	46-255: Hopkins Rd@16.9-428@34.4	255	428	11	11	0	0	0	0.09	0.09				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	46-255: Hopkins Rd@16.9-1243: Hopkins Rd@4.1	255	1243	343	304	0	15	11	0.60	0.61		0.55	0.42	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	13	0.61	0.00	LOS_A	1
1	3600-7200	46-257@10.6-44: Hopkins Rd@23.1	257	44	471	438	1	26	6	1.15	1.15	0.47	1.26	0.53	0.01	0.02	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	46-257@10.6-104@37.0	257	104	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	46-257@10.6-428@34.4	257	428	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	46-257@10.6-1243: Hopkins Rd@4.1	257	1243	316	296	1	15	4	0.53	0.55	0.41	0.33	0.32	0.04	0.04	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	46-429@91.6-44: Hopkins Rd@23.1	429	44	72	72	0	0	0	1.91	1.91				0.03	0.03				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	46-429@91.6-104@37.0	429	104	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	46-429@91.6-428@34.4	429	428	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	46-429@91.6-1243: Hopkins Rd@4.1	429	1243	6	6	0	0	0	0.53	0.53				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	46			2082	1887	6	103	58	0.96	0.97	1.35	0.81	0.95	0.01	0.01	0.00	0.00	0.00	LOS_A	1	0.00	8.00	28	0.55	0.00	LOS_A	1
1	3600-7200	47-4: Caroline Springs Blvd@6.8-212: Caroline Springs Blvd@4.7	4	212	469	402	0	32	18	2.38	1.71		1.62	3.02	0.02	0.01		0.00	0.26	LOS_A	1	0.05	54.37	17	18.76	0.00	LOS_C	3
1	3600-7200	47-4: Caroline Springs Blvd@6.8-446@6.0	4	446	6	6	0	0	0	2.71	2.71				0.03	0.03				LOS_A	1	0.05	54.37	0			LOS_A	
1	3600-7200	47-447@32.5-212: Caroline Springs Blvd@4.7	447	212	1	1	0	0	0	0.22	0.22				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	47-887: Caroline Springs Blvd@16.4-448@12.1	887	448	831	751	0	42	21	0.63	0.56		1.13	0.54	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	2.72	0.00	LOS_A	1
1	3600-7200	47			1307	1160	0	74	39	1.27	0.97		1.34	1.68	0.01	0.00		0.00	0.12	LOS_A	1	0.02	54.37	34	10.74	0.00	LOS_B	2
1	3600-7200	49-351: Delma Rd@85.2-352: Eucumbene Dr@37.8	351	352	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	49-351: Delma Rd@85.2-506: Zone connector@80.7	351	506	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	49-353: Eucumbene Dr@275.9-350: Delma Rd@23.2	353	350	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	49-353: Eucumbene Dr@275.9-506: Zone connector@80.7	353	506	64	62	0	2	0	0.02	0.02		0.04		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	49-505: Zone connector@77.8-350: Delma Rd@23.2	505	350	28	28	0	0	0	0.08	0.08				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	49-505: Zone connector@77.8-352: Eucumbene Dr@37.8	505	352	6	6	0	0	0	0.09	0.09				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	49			98	96	0	2	0	0.04	0.04		0.04		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-115: Western Hwy@22.9-209: Ballarat Rd  Western Hwy@28.7	115	209	227	211	0	9	7	0.15	0.14		0.20	0.33	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-115: Western Hwy@22.9-283: Christies Rd@7.9	115	283	44	35	0	4	5	3.48	2.88		5.77	5.83	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-461: Ballarat Rd  Western Hwy@7.1-114: Western Hwy@17.3	461	114	581	555	1	17	8	0.35	0.33	3.10	0.47	0.82	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-461: Ballarat Rd  Western Hwy@7.1-209: Ballarat Rd  Western Hwy@28.7	461	209	16	16	0	0	0	0.63	0.63				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-461: Ballarat Rd  Western Hwy@7.1-215: Caroline Springs Blvd@5.8	461	215	284	275	0	5	4	0.63	0.61		1.09	1.07	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-648: Christies Rd@27.9-114: Western Hwy@17.3	648	114	83	75	0	6	2	0.64	0.55		1.32	1.62	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-648: Christies Rd@27.9-209: Ballarat Rd  Western Hwy@28.7	648	209	59	47	0	7	5	3.43	2.84		5.71	5.78	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-648: Christies Rd@27.9-215: Caroline Springs Blvd@5.8	648	215	310	268	0	17	8	1.09	1.01		1.95	1.55	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	1.36	0.00	LOS_A	1
1	3600-7200	50-649@8.2-283: Christies Rd@7.9	649	283	182	150	1	18	13	0.85	0.72	2.58	1.33	1.46	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-651@22.8-215: Caroline Springs Blvd@5.8	651	215	237	208	0	20	9	0.75	0.62		1.50	2.10	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-652: Caroline Springs Blvd@21.4-114: Western Hwy@17.3	652	114	132	125	0	4	3	1.01	0.96		2.00	1.94	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-652: Caroline Springs Blvd@21.4-209: Ballarat Rd  Western Hwy@28.7	652	209	70	63	0	3	4	4.85	4.69		5.88	6.53	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	50-652: Caroline Springs Blvd@21.4-283: Christies Rd@7.9	652	283	268	215	0	25	11	1.09	0.92		1.04	0.87	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	3.49	0.00	LOS_A	1
1	3600-7200	50			2493	2243	2	135	79	0.91	0.80	2.84	1.67	2.10	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	2.42	0.00	LOS_A	1
1	3600-7200	51-7: Ballarat Rd  Western Hwy@16.6-10: Ballarat Rd  Western Hwy@18.5	7	10	30	26	0	3	1	0.11	0.10		0.09	0.33	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-7: Ballarat Rd  Western Hwy@16.6-385: Chisholm Dr@11.7	7	385	4	4	0	0	0	1.22	1.22				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-7: Ballarat Rd  Western Hwy@16.6-670: Ballarat Rd  Western Hwy@1.4	7	670	42	42	0	0	0	2.24	2.24				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-7: Ballarat Rd  Western Hwy@16.6-671: Panamax Rd@7.5	7	671	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	51-347: Panamax Rd@4.8-10: Ballarat Rd  Western Hwy@18.5	347	10	201	193	0	4	4	0.64	0.62		1.34	0.83	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-347: Panamax Rd@4.8-385: Chisholm Dr@11.7	347	385	23	23	0	0	0	2.09	2.09				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-347: Panamax Rd@4.8-670: Ballarat Rd  Western Hwy@1.4	347	670	220	211	0	5	4	4.56	4.48		6.39	6.44	0.07	0.08		0.00	0.00	LOS_A	1	0.06	10.61	0			LOS_A	
1	3600-7200	51-360: Ballarat Rd  Western Hwy@55.2-10: Ballarat Rd  Western Hwy@18.5	360	10	275	246	0	15	14	0.44	0.40		0.86	0.74	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-360: Ballarat Rd  Western Hwy@55.2-385: Chisholm Dr@11.7	360	385	49	45	0	3	1	1.88	1.69		3.68	5.08	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-360: Ballarat Rd  Western Hwy@55.2-671: Panamax Rd@7.5	360	671	48	46	0	1	1	1.81	1.68		6.15	3.80	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-673: Chisholm Dr@12.9-10: Ballarat Rd  Western Hwy@18.5	673	10	47	46	0	1	0	0.26	0.26		0.30		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-673: Chisholm Dr@12.9-670: Ballarat Rd  Western Hwy@1.4	673	670	55	51	0	2	2	2.15	2.16		2.13	1.94	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-673: Chisholm Dr@12.9-671: Panamax Rd@7.5	673	671	16	16	0	0	0	9.10	9.10				0.31	0.31				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-885: Ballarat Rd  Western Hwy@6.9-10: Ballarat Rd  Western Hwy@18.5	885	10	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	51-885: Ballarat Rd  Western Hwy@6.9-385: Chisholm Dr@11.7	885	385	58	55	0	3	0	2.72	2.72		2.76		0.10	0.11		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-885: Ballarat Rd  Western Hwy@6.9-670: Ballarat Rd  Western Hwy@1.4	885	670	718	664	2	33	19	1.63	1.66	5.56	1.42	0.66	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51-885: Ballarat Rd  Western Hwy@6.9-671: Panamax Rd@7.5	885	671	129	120	0	7	2	2.66	2.46		5.21	5.70	0.01	0.01		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	51			1915	1788	2	77	48	1.84	1.83	5.56	2.13	1.59	0.02	0.02	0.00	0.00	0.00	LOS_A	1	0.01	10.61	0			LOS_A	
1	3600-7200	52-928: Melton Hwy@4.6-182@17.4	928	182	274	241	0	17	14	0.35	0.35		0.34	0.39	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	2	0.30	0.00	LOS_A	1
1	3600-7200	52-928: Melton Hwy@4.6-308: Ferris Rd  Melton Hwy@32.7	928	308	448	423	1	13	9	0.42	0.43	0.00	0.20	0.36	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.08	0.00	LOS_A	1
1	3600-7200	52-2259: Ferris Rd  Melton Hwy@16.4-182@17.4	2259	182	216	181	3	22	10	3.20	2.97	5.98	3.93	5.01	0.00	0.00	0.00	0.00	0.06	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	52-2259: Ferris Rd  Melton Hwy@16.4-200: Melton Hwy@86.6	2259	200	840	780	2	38	16	0.40	0.37	0.28	0.62	1.18	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	4	0.22	0.00	LOS_A	1
1	3600-7200	52-2260@39.2-200: Melton Hwy@86.6	2260	200	74	69	0	2	3	9.23	8.84		14.84	14.43	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	52-2260@39.2-308: Ferris Rd  Melton Hwy@32.7	2260	308	100	96	2	1	1	0.30	0.29	0.87	0.19	0.31	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	52			1952	1790	8	93	53	1.04	0.97	2.53	1.60	2.29	0.00	0.00	0.00	0.00	0.01	LOS_A	1	0.00	0.00	8	0.20	0.00	LOS_A	1
1	3600-7200	53-899: Melton Hwy@13.5-199: Melton Hwy@15.4	899	199	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	53-899: Melton Hwy@13.5-301: High St@21.5	899	301	47	46	0	1	0	0.72	0.73		0.31		0.01	0.01		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	53-899: Melton Hwy@13.5-376: High St@3.8	899	376	397	378	0	11	4	0.30	0.29		0.33	0.78	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	4	0.05	0.00	LOS_A	1
1	3600-7200	53-899: Melton Hwy@13.5-271619: Melton Hwy@15.3	899	271619	470	425	2	28	15	0.36	0.36	0.38	0.40	0.35	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	53-900: High St@7.7-199: Melton Hwy@15.4	900	199	262	252	1	2	3	1.47	1.45	0.94	0.48	1.69	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	4	3.08	0.00	LOS_A	1
1	3600-7200	53-900: High St@7.7-301: High St@21.5	900	301	48	48	0	0	0	0.30	0.30				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	53-900: High St@7.7-376: High St@3.8	900	376	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	53-900: High St@7.7-271619: Melton Hwy@15.3	900	271619	83	82	0	1	0	4.43	4.41		5.70		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	53-901: Melton Hwy@54.1-199: Melton Hwy@15.4	901	199	412	368	0	27	17	0.74	0.74		0.60	0.99	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	53-901: Melton Hwy@54.1-301: High St@21.5	901	301	8	8	0	0	0	1.17	1.17				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	53-901: Melton Hwy@54.1-376: High St@3.8	901	376	38	38	0	0	0	0.47	0.47				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	53-901: Melton Hwy@54.1-271619: Melton Hwy@15.3	901	271619	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	53-1241: High St@3.1-199: Melton Hwy@15.4	1241	199	48	44	0	1	3	2.03	1.77		5.15	4.83	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	53-1241: High St@3.1-301: High St@21.5	1241	301	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	53-1241: High St@3.1-376: High St@3.8	1241	376	31	31	0	0	0	0.24	0.24				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	53-1241: High St@3.1-271619: Melton Hwy@15.3	1241	271619	16	16	0	0	0	0.47	0.47				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	53			1860	1736	3	71	42	0.82	0.82	0.57	0.61	1.06	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	8	1.56	0.00	LOS_A	1
1	3600-7200	54-526: Ferris Rd@22.5-310@35.3	526	310	15	13	0	2	0	2.57	2.38		3.84		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	54-526: Ferris Rd@22.5-421: Ferris Rd@15.4	526	421	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	54-526: Ferris Rd@22.5-525: Ferris Rd@18.9	526	525	751	696	5	32	16	0.29	0.29	0.12	0.26	0.39	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.24	0.00	LOS_A	1
1	3600-7200	54-527: Zone connector@58.2-310@35.3	527	310	1	0	0	0	1	4.12				4.12	0.00				0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	54-527: Zone connector@58.2-421: Ferris Rd@15.4	527	421	790	731	3	36	18	0.52	0.52	0.15	0.52	0.95	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	2	0.00	0.00	LOS_A	1
1	3600-7200	54-528@5.7-421: Ferris Rd@15.4	528	421	21	17	0	2	2	2.30	1.70		4.93	4.75	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	54-528@5.7-525: Ferris Rd@18.9	528	525	2	1	0	1	0	0.09	0.02		0.15		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	54			1580	1458	8	73	37	0.46	0.44	0.13	0.62	1.00	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	4	0.12	0.00	LOS_A	1
1	3600-7200	58-600: Leakes Rd@50.8-273@50.4	600	273	154	145	0	5	4	0.53	0.41		2.59	2.17	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	58-600: Leakes Rd@50.8-437: Leakes Rd@57.3	600	437	542	500	0	16	9	1.01	0.39		0.38	0.66	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	20.17	0.00	LOS_C	3
1	3600-7200	58-1263: Leakes Rd@67.9-271: Leakes Rd@3.2	1263	271	847	794	4	20	12	0.68	0.16	0.59	0.44	0.54	0.02	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	25.44	1.03	LOS_D	4
1	3600-7200	58-1263: Leakes Rd@67.9-273@50.4	1263	273	369	344	0	16	9	0.58	0.58		0.59	0.60	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	58-2374@24.3-271: Leakes Rd@3.2	2374	271	196	186	1	5	4	3.33	3.14	8.33	6.78	6.82	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	58-2374@24.3-437: Leakes Rd@57.3	2374	437	276	258	0	11	7	0.68	0.63		1.50	1.34	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	58			2384	2227	5	73	45	0.95	0.60	2.14	1.20	1.40	0.01	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	22.80	0.51	LOS_C	3
1	3600-7200	59-271: Leakes Rd@241.4-401: Leakes Rd@29.1	271	401	1043	980	5	25	16	0.16	0.11	0.36	0.28	0.66	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	17	2.59	0.00	LOS_A	1
1	3600-7200	59-443@92.7-270: Leakes Rd@23.7	443	270	86	86	0	0	0	0.17	0.17				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	59-443@92.7-442@13.5	443	442	0	0	0	0	0											LOS_A		0.00	0.00	0			LOS_A	
1	3600-7200	59-605: Leakes Rd@51.1-270: Leakes Rd@23.7	605	270	610	559	0	21	13	0.26	0.27		0.25	0.18	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	0.06	0.00	LOS_A	1
1	3600-7200	59-605: Leakes Rd@51.1-442@13.5	605	442	19	19	0	0	0	0.09	0.09				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	59			1758	1644	5	46	29	0.20	0.17	0.36	0.27	0.44	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	34	1.33	0.00	LOS_A	1
1	3600-7200	60-604: Leakes Rd@15.0-398: Taylors Rd@53.4	604	398	64	64	0	0	0	0.77	0.77				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	60-604: Leakes Rd@15.0-402: Leakes Rd@43.0	604	402	354	334	0	11	9	0.07	0.07		0.10	0.01	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	60-604: Leakes Rd@15.0-2146@76.1	604	2146	41	40	0	1	0	0.36	0.35		0.82		0.00	0.00		0.00		LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	60-938: Leakes Rd@26.5-398: Taylors Rd@53.4	938	398	479	449	0	6	7	0.80	0.80		0.84	0.90	0.00	0.00		0.00	0.00	LOS_A	1	0.00	0.00	17	0.90	0.00	LOS_A	1
1	3600-7200	60-938: Leakes Rd@26.5-402: Leakes Rd@43.0	938	402	12	12	0	0	0	6.89	6.89				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	60-938: Leakes Rd@26.5-2146@76.1	938	2146	164	154	1	7	2	0.69	0.66	1.67	1.12	1.03	0.04	0.05	0.00	0.00	0.00	LOS_A	1	0.01	10.65	0			LOS_A	
1	3600-7200	60-938: Leakes Rd@26.5-27139: Leakes Rd@68.2	938	27139	388	365	4	12	7	0.15	0.12	1.27	0.09	1.05	0.00	0.00	0.00	0.00	0.00	LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	60-2149@32.7-398: Taylors Rd@53.4	2149	398	16	16	0	0	0	0.01	0.01				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	60-2149@32.7-402: Leakes Rd@43.0	2149	402	53	53	0	0	0	2.52	2.52				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
1	3600-7200	60-2149@32.7-27139: Leakes Rd@68.2	2149	27139	25	25	0	0	0	2.55	2.55				0.00	0.00				LOS_A	1	0.00	0.00	0			LOS_A	
